,Dc_Dist,Psa,Dispatch_Date_Time,Dispatch_Date,Dispatch_Time,Hour,Dc_Key,Location_Block,UCR_General,Text_General_Code,Police_Districts,Month,Lon,Lat,Year_Nr,Month_Nr,Day_Nr,Close to Campus,Closest College
2082510,39,3,2016-04-01 09:50:00,2016-04-01,09:50:00,9,201639025734,2900 BLOCK N BAMBREY ST,400.0,Aggravated Assault Firearm,21,2016-04,-75.172554,40.000475,2016,4,1,No,
2079684,2,1,2016-04-01 10:08:00,2016-04-01,10:08:00,10,201602018756,4600 BLOCK E ROOSEVELT BLVD,1500.0,Weapon Violations,2,2016-04,-75.099584,40.02849,2016,4,1,No,
2079709,14,2,2016-04-01 11:49:00,2016-04-01,11:49:00,11,201614024842,5000 BLOCK WAKEFIELD ST,400.0,Aggravated Assault Firearm,10,2016-04,-75.162636,40.031735,2016,4,1,No,
2079926,12,3,2016-04-01 11:56:00,2016-04-01,11:56:00,11,201612024150,5500 BLOCK KINGSESSING AVE,1500.0,Weapon Violations,9,2016-04,-75.223246,39.937435,2016,4,1,No,
2080183,25,2,2016-04-01 14:45:00,2016-04-01,14:45:00,14,201625025802,400 BLOCK SAINT LUKES ST,1500.0,Weapon Violations,18,2016-04,-75.134032,40.017654,2016,4,1,No,
2082606,39,3,2016-04-01 15:59:00,2016-04-01,15:59:00,15,201639025796,2200 BLOCK W INDIANA AVE,100.0,Homicide - Criminal,21,2016-04,-75.167715,40.000321,2016,4,1,No,
2080163,24,2,2016-04-01 16:08:00,2016-04-01,16:08:00,16,201624030600,2800 BLOCK N FRONT ST,300.0,Robbery Firearm,17,2016-04,-75.130498,39.992522,2016,4,1,No,
2082607,39,2,2016-04-01 19:03:00,2016-04-01,19:03:00,19,201639025842,1900 BLOCK W BRISTOL ST,100.0,Homicide - Criminal,21,2016-04,-75.157886,40.018216,2016,4,1,No,
2082508,25,3,2016-04-01 19:37:00,2016-04-01,19:37:00,19,201625025911,200 BLOCK W ONTARIO ST,1500.0,Weapon Violations,18,2016-04,-75.132605,40.002097,2016,4,1,No,
2080060,39,2,2016-04-01 19:39:00,2016-04-01,19:39:00,19,201639025838,2200 BLOCK W PACIFIC ST,1500.0,Weapon Violations,21,2016-04,-75.164442,40.010046,2016,4,1,No,
2079970,25,4,2016-04-01 20:25:00,2016-04-01,20:25:00,20,201625025933,1200 BLOCK W CAMBRIA ST,300.0,Robbery Firearm,18,2016-04,-75.150174,39.9965,2016,4,1,No,
2079721,14,1,2016-04-01 20:40:00,2016-04-01,20:40:00,20,201614024995,7400 BLOCK E WALNUT LN,400.0,Aggravated Assault Firearm,10,2016-04,-75.152407,40.068793,2016,4,1,No,
2079951,19,3,2016-04-01 20:57:00,2016-04-01,20:57:00,20,201619028246,4400 BLOCK CITY AVE,300.0,Robbery Firearm,15,2016-04,-75.221335,40.003585,2016,4,1,No,
2079701,2,3,2016-04-01 21:10:00,2016-04-01,21:10:00,21,201602018908,7100 BLOCK PENNWAY ST,300.0,Robbery Firearm,2,2016-04,-75.078115,40.053178,2016,4,1,No,
2079950,19,2,2016-04-01 21:32:00,2016-04-01,21:32:00,21,201619028239,100 BLOCK N 53RD ST,1500.0,Weapon Violations,15,2016-04,-75.226565,39.961874,2016,4,1,No,
2079782,15,2,2016-04-01 21:47:00,2016-04-01,21:47:00,21,201615029656,1300 BLOCK SANGER ST,400.0,Aggravated Assault Firearm,11,2016-04,-75.078774,40.026867,2016,4,1,No,
2082488,35,2,2016-04-01 22:30:00,2016-04-01,22:30:00,22,201635026247,"5200 BLOCK C ST, 03RD FL",300.0,Robbery Firearm,20,2016-04,-75.118362,40.030241,2016,4,1,No,
2079675,12,2,2016-04-01 22:35:00,2016-04-01,22:35:00,22,201612024295,6000 BLOCK REINHARD ST,300.0,Robbery Firearm,9,2016-04,-75.229904,39.932036,2016,4,1,No,
2079783,15,3,2016-04-01 22:35:00,2016-04-01,22:35:00,22,201615029658,6700 BLOCK HEGERMAN ST,300.0,Robbery Firearm,11,2016-04,-75.044786,40.023773,2016,4,1,No,
2079756,22,2,2016-04-01 22:49:00,2016-04-01,22:49:00,22,201622026784,2100 BLOCK N 27TH ST,1500.0,Weapon Violations,16,2016-04,-75.177598,39.987469,2016,4,1,No,
2079723,14,1,2016-04-01 22:57:00,2016-04-01,22:57:00,22,201614025020,1900 BLOCK E WALNUT LN,1500.0,Weapon Violations,10,2016-04,-75.153484,40.064245,2016,4,1,No,
2079785,15,3,2016-04-01 23:26:00,2016-04-01,23:26:00,23,201615029669,7700 BLOCK JACKSON ST,300.0,Robbery Firearm,11,2016-04,-75.028795,40.03588,2016,4,1,No,
2079891,7,3,2016-04-01 23:41:00,2016-04-01,23:41:00,23,201607009073,500 BLOCK LAWLER ST,400.0,Aggravated Assault Firearm,6,2016-04,-75.02652,40.112798,2016,4,1,No,
2079953,19,3,2016-04-02 00:23:00,2016-04-02,00:23:00,0,201619028304,5400 BLOCK ARLINGTON ST,300.0,Robbery Firearm,15,2016-04,-75.232204,39.986588,2016,4,2,No,
2079725,14,2,2016-04-02 00:45:00,2016-04-02,00:45:00,0,201614025052,6600 BLOCK GERMANTOWN AVE,300.0,Robbery Firearm,10,2016-04,-75.184584,40.050547,2016,4,2,No,
2082487,18,2,2016-04-02 01:07:00,2016-04-02,01:07:00,1,201618022011,5500 BLOCK BALTIMORE AVE,400.0,Aggravated Assault Firearm,14,2016-04,-75.233883,39.94734,2016,4,2,No,
2080078,39,2,2016-04-02 02:20:00,2016-04-02,02:20:00,2,201639025980,2300 BLOCK W HUNTING PARK AVE,400.0,Aggravated Assault Firearm,21,2016-04,-75.166858,40.009869,2016,4,2,No,
2080090,18,2,2016-04-02 02:31:00,2016-04-02,02:31:00,2,201618022013,5500 BLOCK BALTIMORE AVE,1500.0,Weapon Violations,14,2016-04,-75.234279,39.947247,2016,4,2,No,
2080092,18,2,2016-04-02 02:36:00,2016-04-02,02:36:00,2,201618022015,5500 BLOCK BALTIMORE AVE,1500.0,Weapon Violations,14,2016-04,-75.2342,39.947266,2016,4,2,No,
2082537,22,1,2016-04-02 02:55:00,2016-04-02,02:55:00,2,201622026855,2200 BLOCK N 12TH ST,300.0,Robbery Firearm,16,2016-04,-75.152519,39.98592,2016,4,2,No,
2080132,12,3,2016-04-02 03:10:00,2016-04-02,03:10:00,3,201612024364,1200 BLOCK S 50TH ST,1500.0,Weapon Violations,9,2016-04,-75.216532,39.942159,2016,4,2,No,
2080034,8,2,2016-04-02 03:51:00,2016-04-02,03:51:00,3,201608012692,2500 BLOCK WELSH RD,300.0,Robbery Firearm,7,2016-04,-75.031212,40.070195,2016,4,2,No,
2082949,12,4,2016-04-02 13:20:00,2016-04-02,13:20:00,13,201612024434,1700 BLOCK S 58TH ST,400.0,Aggravated Assault Firearm,9,2016-04,-75.23061,39.937556,2016,4,2,No,
2082950,12,4,2016-04-02 14:21:00,2016-04-02,14:21:00,14,201612024435,1700 BLOCK S 58TH ST,400.0,Aggravated Assault Firearm,9,2016-04,-75.23061,39.937556,2016,4,2,No,
2082951,12,4,2016-04-02 14:34:00,2016-04-02,14:34:00,14,201612024440,1700 BLOCK S 58TH ST,400.0,Aggravated Assault Firearm,9,2016-04,-75.23061,39.937556,2016,4,2,No,
2082804,24,2,2016-04-02 15:31:00,2016-04-02,15:31:00,15,201624031097,3100 BLOCK D ST,400.0,Aggravated Assault Firearm,17,2016-04,-75.121594,39.996293,2016,4,2,No,
2082976,12,3,2016-04-02 17:57:00,2016-04-02,17:57:00,17,201612024478,6700 BLOCK DICKS AVE,300.0,Robbery Firearm,9,2016-04,-75.230879,39.917448,2016,4,2,No,
2082834,22,1,2016-04-02 18:50:00,2016-04-02,18:50:00,18,201622027042,1000 BLOCK W ARIZONA ST,1500.0,Weapon Violations,16,2016-04,-75.148843,39.987914,2016,4,2,No,
2083055,25,2,2016-04-02 19:43:00,2016-04-02,19:43:00,19,201625026221,100 BLOCK E WYOMING AVE,400.0,Aggravated Assault Firearm,18,2016-04,-75.12258,40.0213,2016,4,2,No,
2082992,35,1,2016-04-02 20:30:00,2016-04-02,20:30:00,20,201635026533,5600 BLOCK PALETHORP ST,300.0,Robbery Firearm,20,2016-04,-75.124905,40.03577,2016,4,2,No,
2082779,18,2,2016-04-02 21:20:00,2016-04-02,21:20:00,21,201618022247,100 BLOCK S 55TH ST,1500.0,Weapon Violations,14,2016-04,-75.231175,39.959203,2016,4,2,No,
2083040,24,2,2016-04-03 01:01:00,2016-04-03,01:01:00,1,201624031320,3100 BLOCK C ST,400.0,Aggravated Assault Firearm,17,2016-04,-75.123483,39.996282,2016,4,3,No,
2082732,6,1,2016-04-03 02:13:00,2016-04-03,02:13:00,2,201606013451,1300 BLOCK BROWN ST,1500.0,Weapon Violations,5,2016-04,-75.158867,39.967842,2016,4,3,No,
2083123,35,1,2016-04-03 03:39:00,2016-04-03,03:39:00,3,201635026634,100 BLOCK E CHAMPLOST AVE,300.0,Robbery Firearm,20,2016-04,-75.118793,40.041211,2016,4,3,No,
2082998,6,1,2016-04-03 05:37:00,2016-04-03,05:37:00,5,201606013465,1300 BLOCK BROWN ST,1500.0,Weapon Violations,5,2016-04,-75.158867,39.967842,2016,4,3,No,
2082997,6,1,2016-04-03 05:37:00,2016-04-03,05:37:00,5,201606013464,1300 BLOCK BROWN ST,1500.0,Weapon Violations,5,2016-04,-75.158867,39.967842,2016,4,3,No,
2084813,25,4,2016-04-03 06:42:00,2016-04-03,06:42:00,6,201625026352,3100 BLOCK N BROAD ST,300.0,Robbery Firearm,18,2016-04,-75.153209,40.000055,2016,4,3,No,
2084789,12,4,2016-04-03 06:50:00,2016-04-03,06:50:00,6,201612024639,1000 BLOCK S 54TH ST,400.0,Aggravated Assault Firearm,9,2016-04,-75.228161,39.944184,2016,4,3,No,
2084887,6,1,2016-04-03 08:45:00,2016-04-03,08:45:00,8,201606013483,800 BLOCK N 13TH ST,1500.0,Weapon Violations,5,2016-04,-75.158123,39.967589,2016,4,3,No,
2087140,18,2,2016-04-03 09:27:00,2016-04-03,09:27:00,9,201618022360,300 BLOCK S SAINT BERNARD ST,100.0,Homicide - Criminal,14,2016-04,-75.221121,39.953956,2016,4,3,No,
2084951,3,2,2016-04-03 12:19:00,2016-04-03,12:19:00,12,201603017976,2000 BLOCK S PHILIP ST,400.0,Aggravated Assault Firearm,3,2016-04,-75.1502,39.923041,2016,4,3,No,
2084925,1,1,2016-04-03 12:24:00,2016-04-03,12:24:00,12,201601014785,2100 BLOCK MIFFLIN ST,400.0,Aggravated Assault Firearm,1,2016-04,-75.181204,39.928326,2016,4,3,No,
2084791,12,4,2016-04-03 14:45:00,2016-04-03,14:45:00,14,201612024682,5700 BLOCK BALTIMORE AVE,300.0,Robbery Firearm,9,2016-04,-75.238695,39.946159,2016,4,3,No,
2084778,24,2,2016-04-03 15:16:00,2016-04-03,15:16:00,15,201624031470,2000 BLOCK E MONMOUTH ST,300.0,Robbery Firearm,17,2016-04,-75.11751,39.990401,2016,4,3,No,
2084964,3,3,2016-04-03 17:05:00,2016-04-03,17:05:00,17,201603018015,1300 BLOCK S 09TH ST,1500.0,Weapon Violations,3,2016-04,-75.159432,39.932017,2016,4,3,No,
2084915,8,3,2016-04-03 18:14:00,2016-04-03,18:14:00,18,201608012912,DUNKS FERRY RD / BYBERRY RD,400.0,Aggravated Assault Firearm,7,2016-04,-74.978104,40.099221,2016,4,3,No,
2084724,16,2,2016-04-03 18:49:00,2016-04-03,18:49:00,18,201616013949,0 BLOCK N 52ND ST,300.0,Robbery Firearm,12,2016-04,-75.224767,39.960248,2016,4,3,No,
2084716,35,1,2016-04-03 20:25:00,2016-04-03,20:25:00,20,201635026861,0 BLOCK W CHELTENHAM AVE,300.0,Robbery Firearm,20,2016-04,-75.11767,40.050589,2016,4,3,No,
2084798,12,2,2016-04-03 20:46:00,2016-04-03,20:46:00,20,201612024760,6600 BLOCK UPLAND ST,400.0,Aggravated Assault Firearm,9,2016-04,-75.237538,39.926288,2016,4,3,No,
2084799,12,2,2016-04-03 20:50:00,2016-04-03,20:50:00,20,201612024762,1900 BLOCK S 68TH ST,1500.0,Weapon Violations,9,2016-04,-75.242372,39.925995,2016,4,3,No,
2084692,15,1,2016-04-03 22:25:00,2016-04-03,22:25:00,22,201615030499,1800 BLOCK PEAR ST,300.0,Robbery Firearm,11,2016-04,-75.081582,40.011716,2016,4,3,No,
2087139,8,2,2016-04-03 22:35:00,2016-04-03,22:35:00,22,201608012945,3600 BLOCK CHESTERFIELD RD,100.0,Homicide - Criminal,7,2016-04,-74.992929,40.070797,2016,4,3,No,
2084961,19,1,2016-04-03 23:36:00,2016-04-03,23:36:00,23,201619028948,7500 BLOCK MALVERN AVE,400.0,Aggravated Assault Firearm,15,2016-04,-75.265411,39.973548,2016,4,3,No,
2084695,15,3,2016-04-04 05:53:00,2016-04-04,05:53:00,5,201615030552,6900 BLOCK TORRESDALE AVE,300.0,Robbery Firearm,11,2016-04,-75.042352,40.026351,2016,4,4,No,
2088239,14,1,2016-04-04 09:17:00,2016-04-04,09:17:00,9,201614025681,6100 BLOCK STENTON AVE,1500.0,Weapon Violations,10,2016-04,-75.162188,40.057629,2016,4,4,No,
2088362,16,2,2016-04-04 12:38:00,2016-04-04,12:38:00,12,201616014038,4100 BLOCK LANCASTER AVE,300.0,Robbery Firearm,12,2016-04,-75.205535,39.965085,2016,4,4,Yes,Philadelphia College of Osteopathic Medicine
2088334,22,1,2016-04-04 14:04:00,2016-04-04,14:04:00,14,201622027492,N 17TH ST / FRENCH ST,300.0,Robbery Firearm,16,2016-04,-75.161148,39.986428,2016,4,4,No,
2088346,39,2,2016-04-04 14:35:00,2016-04-04,14:35:00,14,201639026694,3300 BLOCK N 19TH ST,400.0,Aggravated Assault Firearm,21,2016-04,-75.160173,40.005484,2016,4,4,No,
2088599,25,1,2016-04-04 16:46:00,2016-04-04,16:46:00,16,201625026809,4100 BLOCK N 05T ST,400.0,Aggravated Assault Firearm,18,2016-04,-75.135536,40.013473,2016,4,4,No,
2088344,22,4,2016-04-04 18:14:00,2016-04-04,18:14:00,18,201622027571,2700 BLOCK CECIL B MOORE AVE,400.0,Aggravated Assault Firearm,16,2016-04,-75.179591,39.981458,2016,4,4,No,
2088297,35,2,2016-04-04 19:07:00,2016-04-04,19:07:00,19,201635027138,5100 BLOCK D ST,400.0,Aggravated Assault Firearm,20,2016-04,-75.114646,40.027332,2016,4,4,No,
2088199,12,3,2016-04-04 19:58:00,2016-04-04,19:58:00,19,201612024989,6600 BLOCK LINDBERGH BLVD,400.0,Aggravated Assault Firearm,9,2016-04,-75.22604,39.916891,2016,4,4,No,
2088508,15,1,2016-04-04 20:09:00,2016-04-04,20:09:00,20,201615030792,4900 BLOCK N PENN ST,1500.0,Weapon Violations,11,2016-04,-75.083223,40.020099,2016,4,4,No,
2088284,15,1,2016-04-04 21:10:00,2016-04-04,21:10:00,21,201615030827,4900 BLOCK VALLEY ST,300.0,Robbery Firearm,11,2016-04,-75.075864,40.01619,2016,4,4,No,
2088283,15,1,2016-04-04 21:18:00,2016-04-04,21:18:00,21,201615030826,5000 BLOCK E ROOSEVELT BLVD,300.0,Robbery Firearm,11,2016-04,-75.091126,40.027865,2016,4,4,No,
2088305,35,3,2016-04-05 05:31:00,2016-04-05,05:31:00,5,201635027307,1400 BLOCK W CHEW AV,300.0,Robbery Firearm,20,2016-04,-75.144966,40.039847,2016,4,5,No,
2092908,25,4,2016-04-05 10:27:00,2016-04-05,10:27:00,10,201625026989,600 BLOCK W VENANGO ST,1500.0,Weapon Violations,18,2016-04,-75.140647,40.006305,2016,4,5,No,
2091855,39,1,2016-04-05 10:30:00,2016-04-05,10:30:00,10,201639026956,5500 BLOCK WAYNE AVE,1500.0,Weapon Violations,21,2016-04,-75.177178,40.030684,2016,4,5,No,
2091007,15,2,2016-04-05 15:24:00,2016-04-05,15:24:00,15,201615031075,6600 BLOCK FRANKFORD AVE,400.0,Aggravated Assault Firearm,11,2016-04,-75.053257,40.031663,2016,4,5,No,
2092817,35,2,2016-04-05 18:39:00,2016-04-05,18:39:00,18,201635027479,4500 BLOCK N GRATZ ST,400.0,Aggravated Assault Firearm,20,2016-04,-75.155759,40.022461,2016,4,5,No,
2091616,2,1,2016-04-05 20:51:00,2016-04-05,20:51:00,20,201602019735,1600 BLOCK MAGEE AVE,1500.0,Weapon Violations,2,2016-04,-75.070576,40.039503,2016,4,5,No,
2090971,8,3,2016-04-05 22:17:00,2016-04-05,22:17:00,22,201608013221,3800 BLOCK WOODHAVEN RD,400.0,Aggravated Assault Firearm,7,2016-04,-74.975476,40.089843,2016,4,5,No,
2092765,35,3,2016-04-05 22:31:00,2016-04-05,22:31:00,22,201635027569,6400 BLOCK N 21ST ST,1500.0,Weapon Violations,20,2016-04,-75.155408,40.05189,2016,4,5,No,
2091564,14,2,2016-04-05 23:02:00,2016-04-05,23:02:00,23,201614026164,200 BLOCK E HAINES ST,1500.0,Weapon Violations,10,2016-04,-75.173377,40.04173,2016,4,5,No,
2091028,25,3,2016-04-05 23:27:00,2016-04-05,23:27:00,23,201625027227,2900 BLOCK N HOWARD ST,400.0,Aggravated Assault Firearm,18,2016-04,-75.131132,39.994599,2016,4,5,No,
2092818,35,2,2016-04-05 23:33:00,2016-04-05,23:33:00,23,201635027599,1000 BLOCK WAGNER AVE,400.0,Aggravated Assault Firearm,20,2016-04,-75.140118,40.034173,2016,4,5,No,
2092868,18,3,2016-04-05 23:33:00,2016-04-05,23:33:00,23,201618023132,200 BLOCK S 45TH ST,300.0,Robbery Firearm,14,2016-04,-75.21174,39.955214,2016,4,5,No,
2091994,26,2,2016-04-05 23:41:00,2016-04-05,23:41:00,23,201626016871,1600 BLOCK N MARSHALL ST,400.0,Aggravated Assault Firearm,19,2016-04,-75.146379,39.975859,2016,4,5,No,
2092158,12,4,2016-04-06 00:42:00,2016-04-06,00:42:00,0,201612025257,6000 BLOCK ANGORA TER,300.0,Robbery Firearm,9,2016-04,-75.244672,39.943117,2016,4,6,No,
2092790,18,1,2016-04-06 01:17:00,2016-04-06,01:17:00,1,201618023144,6000 BLOCK IRVING ST,1500.0,Weapon Violations,14,2016-04,-75.243666,39.957496,2016,4,6,No,
2092791,18,1,2016-04-06 01:31:00,2016-04-06,01:31:00,1,201618023145,6000 BLOCK IRVING ST,1500.0,Weapon Violations,14,2016-04,-75.243666,39.957496,2016,4,6,No,
2102803,5,2,2016-04-06 09:28:00,2016-04-06,09:28:00,9,201605006287,6400 BLOCK RIDGE AVE,1500.0,Weapon Violations,4,2016-04,-75.222793,40.038066,2016,4,6,No,
2102335,3,3,2016-04-06 09:31:00,2016-04-06,09:31:00,9,201603018581,2100 BLOCK S BROAD ST,1500.0,Weapon Violations,3,2016-04,-75.169702,39.923754,2016,4,6,No,
2103380,39,2,2016-04-06 12:35:00,2016-04-06,12:35:00,12,201639027231,N 15TH ST / W ONTARIO ST,1500.0,Weapon Violations,21,2016-04,-75.153881,40.004907,2016,4,6,Yes,Temple University Medical
2100591,12,1,2016-04-06 14:21:00,2016-04-06,14:21:00,14,201612025349,6600 BLOCK NORWITCH DR,1500.0,Weapon Violations,9,2016-04,-75.223324,39.914944,2016,4,6,No,
2105036,25,2,2016-04-06 17:49:00,2016-04-06,17:49:00,17,201625027393,500 BLOCK E ROCKLAND ST,300.0,Robbery Firearm,18,2016-04,-75.11593,40.02361,2016,4,6,No,
2102978,25,2,2016-04-06 18:43:00,2016-04-06,18:43:00,18,201625027399,400 BLOCK E RUSCOMB ST,1500.0,Weapon Violations,18,2016-04,-75.117365,40.025008,2016,4,6,No,
2100967,1,1,2016-04-06 20:10:00,2016-04-06,20:10:00,20,201601015266,1900 BLOCK S LAMBERT ST,300.0,Robbery Firearm,1,2016-04,-75.180172,39.927619,2016,4,6,No,
2105084,24,1,2016-04-06 21:36:00,2016-04-06,21:36:00,21,201624032558,4300 BLOCK O ST,400.0,Aggravated Assault Firearm,17,2016-04,-75.095727,40.01172,2016,4,6,No,
2100421,2,1,2016-04-06 21:41:00,2016-04-06,21:41:00,21,201602019989,6500 BLOCK CASTOR AVE,1500.0,Weapon Violations,2,2016-04,-75.076272,40.040732,2016,4,6,No,
2105114,25,4,2016-04-06 23:27:00,2016-04-06,23:27:00,23,201625027508,800 BLOCK W INDIANA AVE,400.0,Aggravated Assault Firearm,18,2016-04,-75.144628,39.997331,2016,4,6,No,
2104398,39,3,2016-04-06 23:43:00,2016-04-06,23:43:00,23,201639027424,3000 BLOCK N 26TH ST,1500.0,Weapon Violations,21,2016-04,-75.173008,40.001073,2016,4,6,No,
2105037,25,4,2016-04-07 00:21:00,2016-04-07,00:21:00,0,201625027540,900 BLOCK W ERIE AVE,300.0,Robbery Firearm,19,2016-04,-75.151011,39.968159,2016,4,7,No,
2105572,19,2,2016-04-07 01:49:00,2016-04-07,01:49:00,1,201619030002,5700 BLOCK HARMER ST,400.0,Aggravated Assault Firearm,15,2016-04,-75.234713,39.969142,2016,4,7,No,
2105060,35,1,2016-04-07 04:23:00,2016-04-07,04:23:00,4,201635027955,1300 BLOCK W OLNEY AVE,300.0,Robbery Firearm,20,2016-04,-75.143746,40.0389,2016,4,7,No,
2104299,17,1,2016-04-07 05:50:00,2016-04-07,05:50:00,5,201617015338,1500 BLOCK FITZWATER ST,300.0,Robbery Firearm,13,2016-04,-75.167609,39.941983,2016,4,7,No,
2108339,24,2,2016-04-07 07:10:00,2016-04-07,07:10:00,7,201624032636,3100 BLOCK RUTH ST,300.0,Robbery Firearm,17,2016-04,-75.115463,39.994814,2016,4,7,No,
2106289,6,3,2016-04-07 09:00:00,2016-04-07,09:00:00,9,201606014051,100 BLOCK S 07TH ST,1500.0,Weapon Violations,5,2016-04,-75.152429,39.948776,2016,4,7,No,
2108349,19,2,2016-04-07 09:56:00,2016-04-07,09:56:00,9,201619030101,5900 BLOCK RACE ST,1500.0,Weapon Violations,15,2016-04,-75.238501,39.964821,2016,4,7,No,
2106299,7,3,2016-04-07 12:51:00,2016-04-07,12:51:00,12,201607009619,1800 BLOCK BYBERRY RD,1500.0,Weapon Violations,6,2016-04,-75.005864,40.115757,2016,4,7,No,
2108350,19,3,2016-04-07 13:19:00,2016-04-07,13:19:00,13,201619030178,1600 BLOCK N 54TH ST,1500.0,Weapon Violations,15,2016-04,-75.229855,39.977366,2016,4,7,No,
2108413,39,3,2016-04-07 15:09:00,2016-04-07,15:09:00,15,201639027588,2700 BLOCK N HICKS ST,300.0,Robbery Firearm,21,2016-04,-75.156834,39.994267,2016,4,7,No,
2108581,6,2,2016-04-07 15:48:00,2016-04-07,15:48:00,15,201606014086,200 BLOCK N WATER ST,300.0,Robbery Firearm,5,2016-04,-75.14047,39.954441,2016,4,7,No,
2108370,14,2,2016-04-07 16:46:00,2016-04-07,16:46:00,16,201614026625,300 BLOCK E WISTER ST,400.0,Aggravated Assault Firearm,10,2016-04,-75.161842,40.032902,2016,4,7,No,
2108621,18,2,2016-04-07 19:04:00,2016-04-07,19:04:00,19,201618023578,5600 BLOCK MARKET ST,1500.0,Weapon Violations,14,2016-04,-75.23289,39.960946,2016,4,7,No,
2106384,14,3,2016-04-07 20:31:00,2016-04-07,20:31:00,20,201614026692,100 BLOCK W SHARPNACK ST,300.0,Robbery Firearm,10,2016-04,-75.185579,40.048041,2016,4,7,No,
2108401,19,2,2016-04-07 20:57:00,2016-04-07,20:57:00,20,201619030361,100 BLOCK N 57TH ST,1500.0,Weapon Violations,15,2016-04,-75.234592,39.962827,2016,4,7,No,
2106490,18,3,2016-04-07 21:28:00,2016-04-07,21:28:00,21,201618023662,4500 BLOCK WALNUT ST,300.0,Robbery Firearm,14,2016-04,-75.212282,39.955281,2016,4,7,No,
2108432,39,1,2016-04-07 21:37:00,2016-04-07,21:37:00,21,201639027721,300 BLOCK MILNE ST,300.0,Robbery Firearm,21,2016-04,-75.164767,40.019529,2016,4,7,No,
2108436,35,3,2016-04-07 21:54:00,2016-04-07,21:54:00,21,201635028189,6000 BLOCK N 21ST ST,300.0,Robbery Firearm,20,2016-04,-75.155802,40.045867,2016,4,7,No,
2106472,15,3,2016-04-07 22:09:00,2016-04-07,22:09:00,22,201615032035,3300 BLOCK BRIGHTON ST,300.0,Robbery Firearm,11,2016-04,-75.049133,40.035991,2016,4,7,No,
2106471,15,3,2016-04-07 22:16:00,2016-04-07,22:16:00,22,201615032029,7200 BLOCK SACKETT ST,300.0,Robbery Firearm,11,2016-04,-75.049041,40.038866,2016,4,7,No,
2108437,35,3,2016-04-07 22:16:00,2016-04-07,22:16:00,22,201635028193,6600 BLOCK N GRATZ ST,300.0,Robbery Firearm,20,2016-04,-75.148577,40.055377,2016,4,7,No,
2106474,15,2,2016-04-07 23:14:00,2016-04-07,23:14:00,23,201615032112,4300 BLOCK CHELTENHAM AVE,300.0,Robbery Firearm,11,2016-04,-75.067033,40.019618,2016,4,7,No,
2106473,15,2,2016-04-07 23:14:00,2016-04-07,23:14:00,23,201615032049,4200 BLOCK HELLERMAN ST,300.0,Robbery Firearm,11,2016-04,-75.054564,40.027562,2016,4,7,No,
2108876,25,2,2016-04-07 23:53:00,2016-04-07,23:53:00,23,201625027822,200 BLOCK W WINGOHOCKING ST,1500.0,Weapon Violations,18,2016-04,-75.128787,40.0189,2016,4,7,No,
2106413,6,2,2016-04-08 01:58:00,2016-04-08,01:58:00,1,201606014163,0 BLOCK BANK ST,300.0,Robbery Firearm,5,2016-04,-75.145197,39.948933,2016,4,8,No,
2106418,8,3,2016-04-08 06:09:00,2016-04-08,06:09:00,6,201608013516,10900 BLOCK DECATUR RD,300.0,Robbery Firearm,7,2016-04,-74.989178,40.093826,2016,4,8,No,
2109004,14,2,2016-04-08 13:28:00,2016-04-08,13:28:00,13,201614026859,5800 BLOCK OSCEOLA ST,400.0,Aggravated Assault Firearm,10,2016-04,-75.172645,40.041767,2016,4,8,No,
2109006,15,2,2016-04-08 13:47:00,2016-04-08,13:47:00,13,201615032253,6100 BLOCK TORRESDALE AVE,1500.0,Weapon Violations,11,2016-04,-75.05747,40.018647,2016,4,8,No,
2109162,15,3,2016-04-08 14:02:00,2016-04-08,14:02:00,14,201615032266,7500 BLOCK FRANKFORD AVE,300.0,Robbery Firearm,11,2016-04,-75.034419,40.039178,2016,4,8,No,
2109005,14,1,2016-04-08 16:22:00,2016-04-08,16:22:00,16,201614026899,6100 BLOCK E WISTER ST,400.0,Aggravated Assault Firearm,10,2016-04,-75.158187,40.04645,2016,4,8,No,
2109426,39,2,2016-04-08 18:19:00,2016-04-08,18:19:00,18,201639027926,4400 BLOCK GERMANTOWN AVE,400.0,Aggravated Assault Firearm,21,2016-04,-75.158835,40.02248,2016,4,8,No,
2109071,16,2,2016-04-08 18:23:00,2016-04-08,18:23:00,18,201616014705,300 BLOCK N HOLLY ST,1500.0,Weapon Violations,12,2016-04,-75.205943,39.959855,2016,4,8,No,
2109039,25,3,2016-04-08 19:33:00,2016-04-08,19:33:00,19,201625028043,N AMERICAN ST / W LEHIGH AV,400.0,Aggravated Assault Firearm,19,2016-04,-75.136162,39.991574,2016,4,8,No,
2109041,17,3,2016-04-08 19:55:00,2016-04-08,19:55:00,19,201617015594,2200 BLOCK TITAN ST,400.0,Aggravated Assault Firearm,13,2016-04,-75.180594,39.936178,2016,4,8,No,
2109389,24,2,2016-04-08 20:33:00,2016-04-08,20:33:00,20,201624033283,3100 BLOCK ARBOR ST,400.0,Aggravated Assault Firearm,17,2016-04,-75.12297,39.99674,2016,4,8,No,
2109007,15,1,2016-04-08 21:46:00,2016-04-08,21:46:00,21,201615032452,4700 BLOCK OXFORD AVE,1500.0,Weapon Violations,11,2016-04,-75.083729,40.016785,2016,4,8,No,
